Date,Region,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
3/22/2023,North Africa,1613214,3523719,5702441,82.40%,69.90%,58.40%,67172,52.70%,23.90%,12.00%,35378,16056,8045,110702,56.70%,34.70%,25.60%,60811,57.40%,33.00%,21.70%,848689,26.30%,1902193,37.50%,2383265,395017,745437,3167962,1313582,1220897,0
3/22/2023,SSA,145550,436509,789175,74.80%,60.90%,48.00%,10803,52.40%,22.50%,9.50%,5666,2434,1027,8141,45.80%,25.80%,16.60%,3510,46.40%,24.40%,12.80%,124886,31.00%,345190,45.20%,278337,75891,82281,417971,276831,94373,0
3/22/2023,Outside MEA,164478,389319,715115,76.80%,62.50%,51.30%,1388,50.70%,20.50%,10.20%,704,285,141,15662,43.80%,23.00%,15.70%,7772,44.90%,21.00%,11.50%,109863,30.80%,260357,40.10%,246478,9674,133167,388433,39127,287555,0
3/23/2023,Middle East,1474838,3075977,5996056,70.90%,50.10%,42.10%,97842,46.10%,16.30%,8.00%,45118,15985,7829,197743,41.40%,17.80%,15.60%,87564,43.10%,16.60%,11.80%,1043043,35.90%,2970510,49.40%,1861758,486986,727233,3046076,1801784,1148196,0
3/23/2023,North Africa,2088458,3700193,5856301,79.10%,64.40%,54.40%,93895,47.60%,20.90%,10.50%,44734,19613,9814,226241,50.80%,30.70%,23.50%,119914,52.00%,29.80%,20.00%,850583,25.90%,1865102,36.90%,2428824,437723,833646,3189114,1375969,1291218,0
3/23/2023,SSA,174619,440971,796158,75.40%,58.70%,47.70%,12856,49.50%,20.40%,9.10%,6358,2623,1166,11834,44.90%,23.90%,17.00%,4985,47.10%,21.10%,12.40%,128167,31.40%,339613,44.90%,279431,80237,81303,417242,282579,96337,0
3/23/2023,Outside MEA,192907,396794,721267,73.80%,57.60%,48.90%,1934,44.80%,19.10%,10.00%,867,369,193,23970,38.30%,19.00%,14.90%,11050,40.20%,18.40%,11.60%,111806,30.80%,257883,39.90%,250691,10330,135773,389122,39736,292409,0
3/24/2023,Middle East,1557609,3124668,6096174,67.40%,51.90%,41.30%,97415,43.50%,17.20%,7.50%,42366,16713,7270,187583,37.80%,19.70%,14.90%,86271,39.50%,17.90%,11.40%,1053122,36.10%,2941600,48.90%,1860372,507714,756582,3068490,1852093,1175591,0
3/24/2023,North Africa,2196298,3776022,5986952,78.50%,64.60%,52.60%,82414,46.40%,20.20%,9.40%,38206,16666,7717,185932,49.10%,29.50%,22.00%,100765,50.20%,28.30%,18.50%,883593,26.50%,1832124,36.30%,2455150,453546,867326,3209008,1428776,1349168,0
3/24/2023,SSA,195750,442382,804368,75.00%,57.20%,48.10%,13202,50.80%,20.00%,9.40%,6707,2643,1242,13368,46.80%,24.30%,18.40%,5646,47.60%,21.70%,13.50%,133258,32.20%,338870,44.70%,279957,82883,79542,419054,288142,97172,0
3/24/2023,Outside MEA,202460,405919,732737,74.00%,58.00%,48.50%,1959,46.00%,16.90%,9.70%,902,332,191,21757,39.70%,20.10%,15.40%,10672,40.60%,18.10%,11.60%,113917,31.20%,255580,39.50%,251003,10849,144067,391077,40520,301140,0
3/25/2023,Middle East,1485331,3150898,6070602,66.30%,55.50%,41.80%,81408,43.00%,18.20%,6.90%,35038,14852,5631,148257,35.80%,21.90%,14.20%,67589,38.20%,20.00%,10.60%,1072202,36.80%,3012948,49.30%,1844197,523622,783079,3094756,1859683,1116163,0
3/25/2023,North Africa,2236624,3817148,6028858,78.00%,66.20%,47.50%,76985,46.40%,20.30%,7.60%,35688,15616,5832,164629,48.70%,30.30%,19.10%,86802,50.00%,29.60%,15.80%,925022,27.30%,1868349,36.60%,2462579,467632,886937,3238972,1461754,1328132,0
3/25/2023,SSA,219422,442033,814079,72.10%,56.20%,45.20%,15612,49.00%,19.10%,8.30%,7643,2980,1298,17476,45.60%,23.30%,17.50%,7435,45.50%,20.20%,12.50%,139592,33.30%,340105,44.60%,279285,85202,77546,422413,294848,96818,0
3/25/2023,Outside MEA,210127,413134,721063,73.80%,59.50%,47.80%,2031,45.50%,17.30%,9.60%,924,352,194,20736,39.90%,21.20%,15.40%,10139,40.70%,19.80%,11.60%,117716,31.60%,276631,41.10%,254786,11344,147004,395769,41143,284151,0
3/26/2023,Middle East,1377586,3166242,6032933,69.30%,55.10%,41.90%,68381,45.70%,17.30%,6.20%,31281,11831,4263,118390,38.50%,20.50%,13.30%,54572,40.90%,18.70%,9.90%,1090661,37.30%,3072096,49.80%,1830116,536477,799649,3101541,1850730,1080662,0
3/26/2023,North Africa,2246428,3858598,6067223,76.40%,66.50%,45.50%,74566,44.60%,20.50%,7.10%,33245,15258,5317,152245,45.10%,30.10%,17.40%,79537,47.00%,28.50%,14.20%,964332,28.10%,1902641,36.80%,2461645,488183,908770,3266676,1483168,1317379,0
3/26/2023,SSA,221572,435173,820910,65.30%,58.30%,40.90%,14764,42.30%,21.50%,7.20%,6245,3172,1067,15910,35.70%,26.20%,13.90%,6580,36.80%,22.20%,9.80%,148426,35.30%,342828,44.70%,271993,87232,75948,424862,299678,96370,0
3/26/2023,Outside MEA,214761,419251,724175,72.80%,60.00%,45.40%,1945,43.80%,18.80%,7.60%,852,365,148,19939,39.10%,21.60%,13.80%,10001,39.40%,19.10%,9.80%,121820,32.20%,283759,41.70%,256672,11825,150754,397018,41659,285498,0
3/27/2023,Middle East,1378035,3166072,6036725,68.70%,52.80%,40.00%,69315,44.80%,15.90%,6.00%,31047,10991,4176,114537,37.50%,18.80%,12.20%,54087,39.70%,17.40%,9.00%,1128387,38.50%,3078923,49.80%,1806075,550296,809701,3100242,1860803,1075680,0
3/27/2023,North Africa,2170108,3885633,6091753,78.00%,67.60%,45.70%,64090,47.40%,20.40%,6.60%,30366,13099,4241,122009,47.60%,30.70%,16.10%,64663,49.00%,28.90%,13.00%,993597,28.80%,1925146,37.00%,2460224,506632,918777,3279365,1497909,1314479,0
3/27/2023,SSA,196609,424806,818553,72.30%,59.70%,42.80%,10842,49.40%,20.50%,7.10%,5359,2223,772,11447,44.30%,25.90%,14.00%,4582,44.70%,21.30%,8.40%,163366,38.10%,349511,45.10%,264909,87755,72142,426006,299086,93461,0
3/27/2023,Outside MEA,211947,421550,729091,73.40%,58.80%,44.80%,1730,47.50%,18.70%,9.20%,822,323,159,17781,39.30%,19.90%,12.50%,9340,38.10%,17.00%,8.90%,127951,33.50%,286156,41.90%,254317,12287,154946,396133,41981,290977,0
3/28/2023,Middle East,1349705,3072750,6059625,68.20%,53.80%,40.40%,63430,43.80%,16.30%,6.00%,27763,10317,3836,105904,37.50%,19.60%,12.30%,49517,39.70%,18.00%,9.20%,1242461,42.00%,3048284,49.60%,1713832,552239,806679,3097111,1877141,1085373,0
3/28/2023,North Africa,2164257,3851067,6131214,77.40%,65.50%,44.90%,61694,46.40%,19.30%,6.40%,28646,11879,3927,116372,46.70%,28.90%,15.70%,61345,47.60%,26.90%,12.50%,1075015,30.90%,1912410,36.80%,2405801,520816,924450,3278059,1517730,1335425,0
3/28/2023,SSA,201284,407753,816521,71.50%,57.00%,43.40%,11275,48.40%,19.30%,7.80%,5460,2180,878,12258,44.60%,25.80%,15.20%,4726,44.00%,20.70%,9.90%,185696,42.80%,354300,45.50%,248649,89354,69750,424684,299705,92132,0
3/28/2023,Outside MEA,207705,410356,730903,71.00%,58.40%,45.70%,1811,47.80%,18.70%,8.40%,866,338,153,16539,38.00%,20.20%,13.20%,8487,36.90%,17.30%,9.30%,143143,37.00%,287192,42.10%,244178,12798,153380,394255,42233,294415,0
3/29/2023,Middle East,1324665,3125990,6085274,71.00%,54.40%,42.20%,62494,46.20%,16.80%,6.50%,28882,10494,4061,106146,40.90%,20.40%,13.70%,49266,41.60%,18.10%,10.00%,1204061,40.60%,3025976,49.40%,1763907,540285,821798,3095764,1894477,1095033,0
3/29/2023,North Africa,2148766,3915775,6197824,78.50%,65.50%,46.00%,61340,47.10%,18.90%,6.50%,28895,11609,3992,115219,48.30%,28.90%,16.50%,59381,48.70%,26.50%,12.90%,1058963,30.10%,1877378,36.50%,2464756,514984,936035,3272767,1548737,1376320,0
3/29/2023,SSA,203742,417788,821613,71.60%,57.00%,44.70%,11518,47.90%,19.60%,8.00%,5523,2255,927,13514,46.90%,26.40%,17.60%,4972,46.30%,21.20%,11.20%,181124,41.50%,349562,45.20%,255385,90069,72334,423166,303957,94490,0
3/29/2023,Outside MEA,194505,410138,729524,73.10%,58.30%,47.20%,1771,45.50%,17.40%,8.40%,806,309,148,16038,40.20%,19.80%,14.80%,7792,39.40%,16.20%,10.20%,140582,36.10%,285948,42.30%,248737,13181,148220,390710,42791,296023,0
3/30/2023,Middle East,1432642,3111053,6133917,70.90%,52.60%,41.70%,73337,46.70%,16.70%,6.70%,34281,12240,4887,128567,42.30%,19.00%,14.10%,59310,43.10%,17.20%,10.20%,1231920,40.00%,3004079,49.20%,1844057,515780,751216,3099103,1923560,1111254,0
3/30/2023,North Africa,2179370,3910971,6258642,79.30%,65.30%,47.60%,63191,47.50%,18.60%,7.00%,30001,11784,4438,115397,50.00%,29.20%,17.80%,60014,50.10%,26.80%,14.20%,1098448,29.70%,1856966,36.20%,2601745,484280,824946,3274013,1579420,1405209,0
3/30/2023,SSA,206534,425131,826946,72.40%,57.50%,45.20%,11515,49.30%,19.60%,7.60%,5672,2255,876,13357,47.20%,26.90%,18.40%,5034,45.90%,22.30%,12.30%,176844,40.10%,343910,44.90%,264127,88728,72276,422100,308264,96582,0
3/30/2023,Outside MEA,200790,411096,735554,73.70%,58.00%,46.40%,1801,46.30%,17.80%,7.40%,833,320,134,16940,40.90%,20.20%,14.70%,8312,38.90%,16.80%,10.40%,142639,35.90%,284514,42.10%,254155,13048,143893,391047,43497,301010,0
3/31/2023,Middle East,1538882,3108867,6206125,66.20%,52.90%,38.50%,86692,43.30%,17.00%,6.00%,37547,14771,5240,153143,36.40%,20.10%,12.30%,71424,38.10%,18.10%,9.10%,1244224,39.80%,2980299,48.90%,1880444,505057,723366,3114524,1961883,1129718,1
3/31/2023,North Africa,2272484,3926381,6341889,77.80%,63.80%,46.40%,69943,46.00%,18.00%,6.90%,32164,12599,4808,130230,47.40%,27.20%,17.20%,66070,47.70%,25.30%,13.70%,1099017,29.10%,1850185,36.00%,2677005,471809,777567,3286921,1618982,1435986,1
3/31/2023,SSA,218140,432688,833936,71.80%,57.40%,45.30%,12701,48.50%,19.30%,8.30%,6163,2447,1059,15024,47.40%,28.70%,19.30%,5703,45.10%,24.20%,13.20%,170682,38.60%,343829,44.80%,271700,88227,72761,422940,313442,97554,1
3/31/2023,Outside MEA,203991,407641,736875,72.30%,58.50%,44.30%,1963,46.60%,17.50%,7.50%,914,344,148,17782,39.80%,21.10%,13.50%,8463,39.20%,18.50%,9.70%,143920,35.50%,283997,42.10%,261999,13052,132590,390147,44318,302410,1
4/1/2023,Middle East,1447484,3093990,6225038,65.40%,56.50%,38.30%,73668,42.70%,18.50%,5.90%,31461,13599,4348,124133,35.70%,23.00%,11.80%,55697,37.70%,20.50%,8.50%,1256634,39.90%,2979081,48.80%,1894264,497317,702409,3124517,1973141,1127380,0
4/1/2023,North Africa,2298592,3945613,6419928,77.70%,64.80%,46.00%,72263,46.40%,18.40%,6.80%,33520,13268,4904,136941,48.40%,27.90%,17.50%,66484,48.80%,25.90%,13.50%,1090253,28.60%,1846133,35.90%,2726895,467087,751631,3300743,1658936,1460249,0
4/1/2023,SSA,231286,438357,842639,71.00%,58.00%,44.70%,14316,49.20%,21.20%,8.80%,7043,3029,1258,17960,47.40%,29.50%,19.30%,6810,46.80%,25.10%,13.20%,163146,36.90%,344003,44.80%,278887,86931,72539,424075,319571,98993,0
4/1/2023,Outside MEA,208802,410481,742393,70.60%,59.30%,44.20%,2073,42.90%,18.90%,6.80%,889,391,142,18640,38.80%,22.20%,13.70%,8991,39.00%,19.10%,9.60%,143833,34.80%,285233,42.20%,269301,13094,128086,390385,45177,306831,0
4/2/2023,Middle East,1327019,3073411,6188878,68.80%,56.50%,39.40%,59100,44.30%,17.10%,5.90%,26206,10125,3494,97869,37.30%,21.20%,12.00%,42693,39.90%,18.90%,8.60%,1264083,39.90%,3005481,49.00%,1902159,488036,683216,3123645,1958000,1107233,0
4/2/2023,North Africa,2317964,3963043,6480835,74.60%,64.70%,47.40%,72583,43.20%,18.30%,7.20%,31388,13306,5193,137432,42.70%,27.50%,18.30%,66075,44.50%,25.80%,14.20%,1095836,28.40%,1861075,35.90%,2762762,465104,735177,3319625,1689311,1471899,0
4/2/2023,SSA,232468,440862,849311,65.90%,57.50%,44.20%,14196,43.60%,20.60%,8.60%,6195,2924,1228,16723,38.10%,27.80%,17.50%,6389,38.90%,23.70%,11.80%,155586,35.80%,345765,44.80%,279587,86363,74912,425297,324489,99525,0
4/2/2023,Outside MEA,203548,410957,746336,70.10%,58.60%,45.00%,2019,41.20%,17.40%,7.10%,832,352,144,16937,35.10%,19.70%,14.00%,7998,35.60%,17.20%,9.40%,143783,34.30%,287152,42.40%,275468,13168,122321,390060,45860,310416,0
4/3/2023,Middle East,1315848,3044159,6179521,69.50%,56.20%,39.20%,56234,45.10%,17.30%,6.00%,25375,9728,3357,96447,38.20%,21.10%,12.20%,41558,41.20%,19.30%,9.00%,1263557,39.90%,2990618,49.00%,1902515,474955,666689,3116820,1955379,1107322,0
4/3/2023,North Africa,2190802,3969836,6522596,77.10%,64.20%,45.80%,60423,46.00%,17.30%,6.60%,27778,10456,4003,111138,46.20%,26.00%,16.30%,52441,48.40%,24.40%,12.90%,1101758,28.40%,1870180,35.90%,2783875,461437,724524,3332392,1709390,1480814,0
4/3/2023,SSA,212690,445009,847567,70.80%,58.40%,40.50%,11225,48.90%,20.50%,6.40%,5485,2297,714,12874,43.70%,25.50%,12.70%,4889,45.00%,22.10%,8.60%,144665,34.10%,351671,45.20%,280141,86746,78122,426167,323862,97538,0
4/3/2023,Outside MEA,197200,409021,749269,71.90%,60.40%,44.90%,1746,45.40%,20.80%,8.40%,793,363,146,15174,38.80%,21.60%,14.00%,6975,38.90%,17.60%,9.40%,143013,33.90%,286652,42.50%,278537,13184,117300,388031,46266,314972,0
4/4/2023,Middle East,1322316,3025473,6191909,69.80%,56.40%,39.30%,56805,45.60%,17.50%,6.20%,25899,9924,3549,99254,37.90%,20.70%,11.90%,42316,41.40%,19.30%,8.90%,1185069,38.60%,2942178,48.70%,1887681,468330,669462,3103799,1963706,1124404,0
4/4/2023,North Africa,2177569,3972386,6565937,77.40%,62.60%,45.00%,59365,46.20%,16.80%,6.30%,27425,9991,3762,109496,45.90%,24.90%,15.80%,50794,48.30%,23.30%,12.60%,1062244,27.60%,1857276,35.80%,2788823,459108,724455,3332731,1731429,1501777,0
4/4/2023,SSA,214630,448453,845167,71.50%,57.20%,40.60%,11607,48.80%,20.30%,6.40%,5665,2356,743,12844,44.00%,25.80%,13.60%,4968,46.60%,23.20%,9.90%,129111,31.70%,356481,45.70%,278642,87078,82733,424152,324212,96803,0
4/4/2023,Outside MEA,194570,405700,751282,71.80%,61.00%,45.90%,1768,45.60%,17.50%,6.40%,806,310,114,14859,37.60%,21.70%,14.00%,6857,37.70%,18.70%,10.20%,134960,32.90%,285787,42.40%,275396,13141,117163,388143,46685,316454,0
4/5/2023,Middle East,1351209,3035055,6213100,69.90%,56.00%,40.70%,60754,45.00%,17.60%,6.60%,27313,10698,3992,109271,37.70%,20.50%,12.40%,46064,41.30%,18.70%,9.20%,1214657,38.90%,2906236,48.40%,1911333,466590,657132,3095744,1976895,1140461,0
4/5/2023,North Africa,2200154,3997265,6633176,76.40%,62.70%,45.70%,61068,44.20%,16.50%,6.30%,26964,10094,3830,115861,42.80%,23.90%,15.80%,52884,45.20%,22.40%,12.50%,1088109,27.80%,1830413,35.50%,2827666,458836,710763,3331364,1763376,1538436,0
4/5/2023,SSA,221234,453946,852091,71.30%,55.60%,40.40%,12418,47.70%,19.00%,7.00%,5921,2363,870,13887,44.70%,25.60%,13.50%,5557,47.10%,23.40%,9.70%,133380,31.90%,350003,45.30%,284408,87978,81560,423110,329399,99582,0
4/5/2023,Outside MEA,190538,401415,749750,72.50%,60.40%,46.60%,1800,46.70%,17.40%,7.90%,841,314,143,15836,36.60%,20.60%,14.00%,7115,36.20%,17.10%,9.00%,137105,33.40%,283592,42.30%,273033,13170,115212,387563,47414,314773,0
4/6/2023,Middle East,1444036,3055130,6255172,70.30%,55.30%,40.40%,73636,46.30%,18.30%,6.50%,34093,13451,4785,136154,40.30%,21.00%,13.10%,57386,43.00%,19.80%,9.80%,1181225,38.00%,2882349,48.10%,1929828,466889,658413,3104777,2000440,1149955,0
4/6/2023,North Africa,2177904,4009674,6692399,77.90%,62.70%,47.10%,60927,45.30%,16.80%,6.80%,27603,10210,4143,112756,44.80%,24.00%,16.50%,50586,47.00%,22.60%,13.10%,1065509,27.20%,1808876,35.20%,2845462,456572,707640,3335926,1794065,1562408,0
4/6/2023,SSA,229339,462197,861598,72.20%,52.30%,41.90%,13591,49.40%,17.00%,7.40%,6719,2305,1003,15875,47.50%,23.60%,14.90%,6343,49.60%,21.50%,11.20%,135257,31.80%,341719,44.70%,289874,90054,82269,422508,335949,103141,0
4/6/2023,Outside MEA,203948,408292,758682,73.00%,60.30%,45.80%,1846,45.00%,16.70%,7.70%,831,308,142,18464,38.70%,21.30%,14.10%,8152,39.30%,18.00%,9.40%,134834,32.80%,282524,42.40%,276262,13215,118815,384279,48165,326238,0
4/7/2023,Middle East,1548388,3070059,6317157,66.40%,54.80%,37.10%,85633,42.90%,18.60%,5.90%,36718,15931,5081,160340,35.60%,21.50%,11.30%,68767,39.00%,20.10%,8.50%,1167334,37.50%,2860133,47.90%,1941533,465830,662696,3116427,2031109,1169621,0
4/7/2023,North Africa,2243462,4011006,6756898,76.80%,62.90%,46.00%,64296,44.70%,17.10%,6.70%,28742,10977,4298,120623,43.70%,24.20%,16.20%,53301,46.20%,23.20%,13.00%,1062344,27.10%,1801458,35.00%,2864037,450925,696044,3352454,1825168,1579276,0
4/7/2023,SSA,245032,473117,874202,70.40%,50.80%,42.80%,15639,48.90%,17.20%,8.30%,7640,2688,1296,18673,45.10%,20.50%,16.30%,7594,47.30%,19.50%,12.60%,136529,31.60%,340046,44.50%,296159,92992,83966,423864,344332,106006,0
4/7/2023,Outside MEA,207154,407884,761042,70.40%,59.40%,43.50%,1974,43.60%,16.80%,7.50%,860,332,149,19126,35.00%,20.40%,12.50%,8709,35.50%,17.80%,9.20%,133675,32.80%,282423,42.50%,273966,13226,120692,381767,48982,330293,0
4/8/2023,Middle East,1457686,3068139,6334961,67.40%,57.60%,36.80%,70773,44.60%,19.00%,5.80%,31534,13476,4125,126609,35.00%,22.90%,10.90%,53718,39.10%,21.10%,8.40%,1157779,37.40%,2853045,47.70%,1936211,462935,668993,3123410,2039354,1172197,0
4/8/2023,North Africa,2246566,4003547,6809969,74.60%,66.50%,44.40%,64992,43.20%,18.60%,6.10%,28068,12057,3976,122596,42.60%,26.80%,15.90%,51597,44.90%,25.50%,12.80%,1068302,27.10%,1801404,34.80%,2877311,443654,682582,3380857,1850449,1578663,0
4/8/2023,SSA,245370,478894,885709,70.30%,53.30%,42.10%,15592,48.40%,17.90%,7.80%,7549,2788,1211,17109,43.70%,21.70%,15.70%,7079,45.40%,19.60%,11.60%,137169,31.30%,339262,44.40%,301188,94268,83438,425101,352454,108154,0
4/8/2023,Outside MEA,200501,406304,764929,72.20%,61.50%,44.00%,2137,44.00%,17.00%,7.80%,940,363,166,17112,34.30%,19.60%,12.50%,7705,33.80%,16.80%,8.90%,134942,32.90%,282214,42.70%,275539,13290,117475,378672,50017,336240,0
4/9/2023,Middle East,1396826,3082168,6312584,69.50%,56.60%,37.40%,63934,45.40%,18.40%,5.80%,29029,11742,3689,111125,36.70%,21.30%,11.00%,46407,41.10%,20.10%,8.40%,1141965,37.20%,2875794,47.90%,1931446,467769,682953,3122687,2030271,1159626,0
4/9/2023,North Africa,2167101,3968227,6832067,73.70%,66.70%,42.70%,58904,41.00%,18.60%,5.70%,24137,10933,3365,116929,38.30%,26.50%,13.90%,47811,41.50%,25.20%,11.60%,1090070,27.50%,1825017,34.80%,2872973,429975,665279,3413602,1856577,1561888,0
4/9/2023,SSA,247517,483581,895399,67.60%,55.10%,36.60%,16291,44.10%,18.30%,5.60%,7181,2982,910,16845,39.20%,22.60%,11.80%,6671,42.20%,20.30%,8.30%,137862,31.30%,340764,44.40%,303000,96363,84218,426748,359691,108960,0
4/9/2023,Outside MEA,204403,408074,770146,71.30%,58.70%,42.10%,2225,42.40%,18.20%,6.60%,943,404,146,18537,32.30%,18.00%,10.90%,8646,31.70%,14.90%,7.30%,135030,32.90%,283054,42.80%,275927,13496,118651,378118,50958,341070,0
4/10/2023,Middle East,1398018,3099468,6310786,69.80%,55.80%,37.50%,62500,45.80%,17.70%,6.00%,28618,11049,3757,109241,37.10%,20.60%,11.10%,45105,41.10%,19.40%,8.40%,1116549,36.70%,2866166,47.90%,1927610,474035,697823,3114873,2033040,1162873,0
4/10/2023,North Africa,2046503,3937769,6833905,76.70%,66.90%,43.80%,48384,45.30%,18.50%,5.80%,21923,8938,2829,93111,42.70%,26.80%,14.30%,37319,46.30%,25.40%,11.30%,1102432,27.80%,1849127,35.00%,2867404,417936,652429,3435706,1852759,1545440,0
4/10/2023,SSA,238172,490799,898267,66.70%,55.00%,36.90%,14289,43.10%,18.20%,6.10%,6163,2595,872,15015,36.70%,22.00%,10.90%,5822,40.30%,19.80%,8.00%,139096,31.30%,346352,44.70%,305913,99427,85459,428618,362193,107456,0
4/10/2023,Outside MEA,200385,408450,771348,71.30%,58.90%,41.90%,2034,41.10%,15.50%,6.20%,836,315,126,16967,34.40%,18.50%,11.50%,7540,34.50%,15.90%,7.70%,132988,32.50%,283574,42.90%,276033,13784,118633,378057,51483,341808,0
4/11/2023,Middle East,1411140,3117319,6327363,70.90%,55.10%,38.20%,62813,47.10%,17.50%,6.10%,29578,11016,3830,112462,38.60%,20.10%,11.50%,46521,42.80%,19.00%,8.70%,1098664,36.30%,2827741,47.70%,1926809,480043,710467,3104768,2043739,1178856,0
4/11/2023,North Africa,2058719,3913935,6844326,76.30%,64.80%,43.80%,49582,44.20%,17.50%,5.80%,21935,8686,2888,98478,41.20%,24.70%,14.00%,38957,44.90%,23.50%,11.20%,1110537,28.00%,1849803,34.90%,2861849,408153,643933,3446078,1854114,1544134,0
4/11/2023,SSA,224510,493226,897043,66.30%,52.40%,39.00%,12449,44.20%,17.80%,6.30%,5501,2221,790,12456,38.10%,20.30%,12.40%,4778,42.10%,18.30%,8.70%,140559,31.30%,351654,45.20%,307894,100269,85063,427188,363446,106409,0
4/11/2023,Outside MEA,199060,410573,773461,72.10%,57.90%,43.30%,1966,43.80%,15.10%,7.00%,861,297,137,16304,37.20%,18.80%,12.60%,7019,37.60%,16.30%,8.80%,130448,32.20%,284324,42.80%,275252,13982,121339,380118,51969,341374,0
4/12/2023,Middle East,1486804,3155575,6366730,69.90%,53.60%,39.00%,73138,46.00%,17.10%,6.40%,33663,12528,4678,130354,38.30%,19.40%,12.60%,54305,42.30%,18.70%,9.40%,1097494,36.20%,2795649,47.50%,1937561,492427,725587,3089949,2065037,1211744,0
4/12/2023,North Africa,2052929,3880375,6864836,76.90%,65.40%,44.70%,49040,44.30%,17.90%,5.80%,21725,8784,2823,97846,41.60%,24.90%,14.30%,38043,44.60%,23.60%,11.40%,1138835,28.50%,1846560,34.80%,2858430,396125,625820,3454892,1857538,1552406,0
4/12/2023,SSA,210095,490977,900930,70.50%,55.00%,41.20%,10918,49.10%,19.20%,7.20%,5361,2096,789,11116,41.50%,22.50%,14.70%,4174,44.10%,20.30%,10.90%,144302,31.80%,346248,44.90%,309644,98769,82564,424932,367434,108564,0
4/12/2023,Outside MEA,195370,405064,767850,71.50%,56.50%,43.30%,1977,43.90%,16.70%,6.40%,868,330,126,18272,38.40%,18.90%,12.90%,7800,39.40%,17.40%,9.20%,129826,32.30%,283344,41.90%,271589,14159,119316,392525,52653,322672,0
4/13/2023,Middle East,1549251,3192915,6416005,69.90%,54.70%,39.80%,79703,46.40%,17.90%,6.70%,37021,14302,5318,142785,39.30%,21.00%,13.20%,60280,42.90%,19.90%,10.10%,1094457,35.80%,2785191,47.40%,1960673,498494,733748,3090233,2091168,1234604,0
4/13/2023,North Africa,2084620,3855025,6877347,79.10%,65.90%,47.00%,50382,45.90%,18.10%,6.50%,23128,9129,3279,105740,44.30%,25.50%,15.70%,39558,47.80%,24.70%,12.20%,1154345,28.80%,1854516,34.80%,2855329,385580,614116,3467433,1860540,1549374,0
4/13/2023,SSA,212686,488105,905117,71.50%,55.70%,43.20%,11076,48.10%,19.20%,8.00%,5333,2129,883,11557,41.60%,22.30%,15.00%,4277,45.20%,21.00%,10.80%,148607,32.20%,340437,44.60%,313590,96254,78261,422716,371534,110867,0
4/13/2023,Outside MEA,197062,403913,768557,72.30%,57.90%,43.50%,1946,44.10%,17.80%,7.90%,859,346,154,17839,37.40%,19.80%,12.60%,7775,38.40%,17.60%,9.40%,130308,31.90%,283233,41.60%,277984,14259,111670,398084,53369,317104,0
4/14/2023,Middle East,1607717,3210504,6471226,66.70%,55.20%,37.80%,83278,43.10%,18.00%,6.10%,35890,14994,5117,153633,34.30%,21.60%,11.90%,64364,38.40%,19.90%,9.00%,1089350,35.50%,2778145,47.30%,1980709,496139,733656,3093291,2118663,1259272,0
4/14/2023,North Africa,2265817,3872055,6920197,75.80%,65.30%,45.10%,64052,43.00%,18.20%,6.20%,27513,11638,3969,143068,40.30%,26.20%,15.20%,51727,43.30%,24.20%,11.90%,1148053,28.60%,1872883,35.00%,2862953,385336,623766,3485656,1879396,1555145,0
4/14/2023,SSA,225173,483965,909808,71.30%,54.90%,44.80%,11760,48.10%,19.20%,8.50%,5660,2256,1001,13408,40.60%,21.40%,16.50%,4603,44.40%,19.60%,12.50%,154175,32.60%,341371,44.60%,318942,92375,72648,423235,375543,111030,0
4/14/2023,Outside MEA,195659,396284,762362,68.10%,58.80%,42.50%,1639,42.90%,18.40%,7.80%,703,301,128,17988,33.10%,20.50%,12.60%,7628,35.20%,18.50%,9.00%,130641,32.00%,284690,41.40%,277243,13924,105117,402769,53769,305824,0
4/15/2023,Middle East,1506172,3217051,6475300,67.90%,55.00%,37.80%,70513,44.30%,17.60%,6.20%,31214,12421,4369,122351,35.00%,21.00%,11.40%,50993,39.10%,19.00%,8.60%,1083249,35.30%,2796146,47.50%,1984890,495879,736282,3093982,2121940,1259378,0
4/15/2023,North Africa,2239297,3867447,6949083,74.70%,66.40%,45.40%,62976,42.60%,19.20%,6.60%,26810,12088,4161,133487,40.20%,29.00%,15.30%,48921,43.70%,26.00%,12.10%,1149206,28.70%,1899095,35.10%,2854341,383320,629786,3506370,1891183,1551530,0
